crash_numb,city_town_name,crash_date,crash_severity_descr,crash_status,crash_time_2,max_injr_svrty_cl,numb_vehc,numb_fatal_injr,numb_nonfatal_injr,weath_cond_descr,speed_limit,lat,lon,dist_dirc_exit,vehc_unit_numb,driver_age,max_injr_svrty_vl,total_occpt_in_vehc,pers_numb,age,injy_stat_descr
"4546328","BOSTON","05/24/2018","Property damage only (none injured)","Closed","4:37 PM","No injury","2","0","0","Clear","35","42.36760010","-71.11905973","","2","25","No injury","1","2","25","No injury"
"4546267","BOSTON","06/01/2018","Property damage only (none injured)","Closed","2:20 PM","No injury","2","0","0","Clear","45","42.35707263","-71.05143494","","1","52","No injury","2","1","52","No injury"
"4546267","BOSTON","06/01/2018","Property damage only (none injured)","Closed","2:20 PM","No injury","2","0","0","Clear","45","42.35707263","-71.05143494","","1","52","No injury","2","2","41","No injury"
"4546267","BOSTON","06/01/2018","Property damage only (none injured)","Closed","2:20 PM","No injury","2","0","0","Clear","45","42.35707263","-71.05143494","","2","34","No injury","1","3","34","No injury"
"4546266","BOSTON","05/27/2018","Property damage only (none injured)","Closed","2:56 AM","No injury","2","0","0","Clear","55","42.34770442","-71.07835338","","1","18","No injury","2","1","18","No injury"
"4546266","BOSTON","05/27/2018","Property damage only (none injured)","Closed","2:56 AM","No injury","2","0","0","Clear","55","42.34770442","-71.07835338","","1","18","No injury","2","2","","No injury"
"4546266","BOSTON","05/27/2018","Property damage only (none injured)","Closed","2:56 AM","No injury","2","0","0","Clear","55","42.34770442","-71.07835338","","2","","Not reported","","3","","Not reported"
"4546265","BOSTON","05/26/2018","Property damage only (none injured)","Closed","4:00 PM","No injury","2","0","0","Clear","35","42.33391996","-71.06376196","","1","22","No injury","1","1","22","No injury"
"4546265","BOSTON","05/26/2018","Property damage only (none injured)","Closed","4:00 PM","No injury","2","0","0","Clear","35","42.33391996","-71.06376196","","2","40","No injury","1","2","40","No injury"
"4546264","BOSTON","05/23/2018","Property damage only (none injured)","Closed","9:00 PM","No injury","2","0","0","Clear","25","42.38328545","-71.07678339","","1","25","Not reported","","1","25","Not reported"
"4546264","BOSTON","05/23/2018","Property damage only (none injured)","Closed","9:00 PM","No injury","2","0","0","Clear","25","42.38328545","-71.07678339","","2","53","No injury","1","2","53","No injury"
"4546263","BOSTON","05/22/2018","Property damage only (none injured)","Closed","7:05 PM","No injury","3","0","0","Not Reported","55","42.34668988","-71.06283542","","1","57","No injury","2","1","57","No injury"
"4546263","BOSTON","05/22/2018","Property damage only (none injured)","Closed","7:05 PM","No injury","3","0","0","Not Reported","55","42.34668988","-71.06283542","","3","25","No injury","2","5","28","No injury"
"4546263","BOSTON","05/22/2018","Property damage only (none injured)","Closed","7:05 PM","No injury","3","0","0","Not Reported","55","42.34668988","-71.06283542","","1","57","No injury","2","2","20","No injury"
"4546263","BOSTON","05/22/2018","Property damage only (none injured)","Closed","7:05 PM","No injury","3","0","0","Not Reported","55","42.34668988","-71.06283542","","2","38","No injury","1","3","38","No injury"
"4546263","BOSTON","05/22/2018","Property damage only (none injured)","Closed","7:05 PM","No injury","3","0","0","Not Reported","55","42.34668988","-71.06283542","","3","25","No injury","2","4","25","No injury"
"4546262","BOSTON","05/22/2018","Property damage only (none injured)","Closed","11:00 AM","No injury","2","0","0","Not Reported","45","42.36896543","-71.06333850","","1","","No injury","1","1","","No injury"
"4546262","BOSTON","05/22/2018","Property damage only (none injured)","Closed","11:00 AM","No injury","2","0","0","Not Reported","45","42.36896543","-71.06333850","","2","36","No injury","1","2","36","No injury"
"4546261","BOSTON","05/21/2018","Non-fatal injury","Closed","11:35 PM","Non-fatal injury - Non-incapacitating","1","0","1","Clear","45","42.35812039","-71.05138669","","1","34","Non-fatal injury - Non-incapacitating","1","1","34","Non-fatal injury - Non-incapacitating"
"4546260","BOSTON","05/21/2018","Property damage only (none injured)","Closed","11:00 AM","No injury","2","0","0","Clear","35","42.33391810","-71.06377160","","1","56","No injury","3","3","56","No injury"
"4546260","BOSTON","05/21/2018","Property damage only (none injured)","Closed","11:00 AM","No injury","2","0","0","Clear","35","42.33391810","-71.06377160","","1","56","No injury","3","2","55","No injury"
"4546260","BOSTON","05/21/2018","Property damage only (none injured)","Closed","11:00 AM","No injury","2","0","0","Clear","35","42.33391810","-71.06377160","","1","56","No injury","3","1","56","No injury"
"4546260","BOSTON","05/21/2018","Property damage only (none injured)","Closed","11:00 AM","No injury","2","0","0","Clear","35","42.33391810","-71.06377160","","2","63","No injury","1","4","63","No injury"
"4546259","BOSTON","05/19/2018","Non-fatal injury","Closed","7:00 PM","Non-fatal injury - Incapacitating","5","0","2","Rain","45","42.35162564","-71.05593552","","2","30","No injury","1","4","30","No injury"
"4546259","BOSTON","05/19/2018","Non-fatal injury","Closed","7:00 PM","Non-fatal injury - Incapacitating","5","0","2","Rain","45","42.35162564","-71.05593552","","1","39","Non-fatal injury - Incapacitating","3","1","39","Non-fatal injury - Incapacitating"
"4546259","BOSTON","05/19/2018","Non-fatal injury","Closed","7:00 PM","Non-fatal injury - Incapacitating","5","0","2","Rain","45","42.35162564","-71.05593552","","1","39","Non-fatal injury - Incapacitating","3","3","4","No injury"
"4546259","BOSTON","05/19/2018","Non-fatal injury","Closed","7:00 PM","Non-fatal injury - Incapacitating","5","0","2","Rain","45","42.35162564","-71.05593552","","1","39","Non-fatal injury - Incapacitating","3","2","8","Non-fatal injury - Possible"
"4546259","BOSTON","05/19/2018","Non-fatal injury","Closed","7:00 PM","Non-fatal injury - Incapacitating","5","0","2","Rain","45","42.35162564","-71.05593552","","3","28","No injury","1","5","28","No injury"
"4546259","BOSTON","05/19/2018","Non-fatal injury","Closed","7:00 PM","Non-fatal injury - Incapacitating","5","0","2","Rain","45","42.35162564","-71.05593552","","4","18","No injury","1","6","18","No injury"
"4546259","BOSTON","05/19/2018","Non-fatal injury","Closed","7:00 PM","Non-fatal injury - Incapacitating","5","0","2","Rain","45","42.35162564","-71.05593552","","5","72","No injury","1","7","72","No injury"
"4546258","BOSTON","05/18/2018","Property damage only (none injured)","Closed","11:10 AM","No injury","2","0","0","Cloudy","45","42.34854408","-71.10497440","","1","54","No injury","1","1","54","No injury"
"4546258","BOSTON","05/18/2018","Property damage only (none injured)","Closed","11:10 AM","No injury","2","0","0","Cloudy","45","42.34854408","-71.10497440","","2","24","No injury","1","2","24","No injury"
"4546257","BOSTON","05/13/2018","Property damage only (none injured)","Closed","5:10 PM","No injury","2","0","0","Clear","55","42.35812039","-71.05138669","","1","50","No injury","1","1","50","No injury"
"4546257","BOSTON","05/13/2018","Property damage only (none injured)","Closed","5:10 PM","No injury","2","0","0","Clear","55","42.35812039","-71.05138669","","2","25","No injury","1","2","25","No injury"
"4546256","BOSTON","05/02/2018","Property damage only (none injured)","Closed","3:50 PM","No injury","2","0","0","Clear","45","42.36241282","-71.05624703","","1","56","No injury","1","1","56","No injury"
"4546256","BOSTON","05/02/2018","Property damage only (none injured)","Closed","3:50 PM","No injury","2","0","0","Clear","45","42.36241282","-71.05624703","","2","63","No injury","1","2","63","No injury"
"4546254","BOSTON","06/01/2018","Property damage only (none injured)","Closed","11:11 AM","No injury","1","0","0","Clear","30","","","","1","19","No injury","1","1","19","No injury"
"4545890","BOSTON","05/21/2018","Non-fatal injury","Closed","12:50 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","55","42.28399212","-71.04386967","","2","61","No injury","1","2","61","No injury"
"4545890","BOSTON","05/21/2018","Non-fatal injury","Closed","12:50 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","55","42.28399212","-71.04386967","","1","68","Non-fatal injury - Non-incapacitating","1","1","68","Non-fatal injury - Non-incapacitating"
"4545717","BOSTON","05/23/2018","Property damage only (none injured)","Closed","9:55 AM","No injury","2","0","0","Clear","55","42.32736015","-71.05832024","","1","30","No injury","1","1","30","No injury"
"4545717","BOSTON","05/23/2018","Property damage only (none injured)","Closed","9:55 AM","No injury","2","0","0","Clear","55","42.32736015","-71.05832024","","2","45","No injury","1","2","45","No injury"
"4545716","BOSTON","05/26/2018","Property damage only (none injured)","Closed","1:13 PM","No injury","2","0","0","Clear","55","42.29675363","-71.04672814","","1","21","No injury","1","1","21","No injury"
"4545716","BOSTON","05/26/2018","Property damage only (none injured)","Closed","1:13 PM","No injury","2","0","0","Clear","55","42.29675363","-71.04672814","","2","23","No injury","1","2","23","No injury"
"4545715","BOSTON","05/24/2018","Non-fatal injury","Closed","10:43 AM","Non-fatal injury - Possible","2","0","1","Cloudy","55","42.33040935","-71.06141725","","1","57","Non-fatal injury - Possible","1","1","57","Non-fatal injury - Possible"
"4545715","BOSTON","05/24/2018","Non-fatal injury","Closed","10:43 AM","Non-fatal injury - Possible","2","0","1","Cloudy","55","42.33040935","-71.06141725","","2","76","No injury","1","2","76","No injury"
"4545712","BOSTON","05/24/2018","Property damage only (none injured)","Closed","12:40 PM","No injury","2","0","0","Clear","35","42.30731731","-71.04614114","","1","62","No injury","1","1","62","No injury"
"4545712","BOSTON","05/24/2018","Property damage only (none injured)","Closed","12:40 PM","No injury","2","0","0","Clear","35","42.30731731","-71.04614114","","2","26","No injury","1","2","26","No injury"
"4545710","BOSTON","05/17/2018","Property damage only (none injured)","Closed","10:35 AM","No injury","2","0","0","Clear","","42.27472729","-71.05053003","","1","64","No injury","1","1","64","No injury"
"4545710","BOSTON","05/17/2018","Property damage only (none injured)","Closed","10:35 AM","No injury","2","0","0","Clear","","42.27472729","-71.05053003","","2","49","No injury","1","2","49","No injury"
"4545709","BOSTON","05/15/2018","Non-fatal injury","Closed","11:36 AM","Non-fatal injury - Non-incapacitating","3","0","1","Clear","55","42.31786844","-71.05149126","","2","28","No injury","1","2","28","No injury"
"4545709","BOSTON","05/15/2018","Non-fatal injury","Closed","11:36 AM","Non-fatal injury - Non-incapacitating","3","0","1","Clear","55","42.31786844","-71.05149126","","1","38","Non-fatal injury - Non-incapacitating","1","1","38","Non-fatal injury - Non-incapacitating"
"4545709","BOSTON","05/15/2018","Non-fatal injury","Closed","11:36 AM","Non-fatal injury - Non-incapacitating","3","0","1","Clear","55","42.31786844","-71.05149126","","3","20","No injury","1","3","20","No injury"
"4545707","BOSTON","03/15/2018","Property damage only (none injured)","Closed","6:10 PM","No injury","1","0","0","Not Reported","15","42.36510268","-71.02021372","","1","36","No injury","0","1","36","No injury"
"4545706","BOSTON","03/15/2018","Property damage only (none injured)","Closed","3:41 PM","No injury","2","0","0","Clear","25","42.36315131","-71.02526698","","2","39","No injury","1","2","39","No injury"
"4545706","BOSTON","03/15/2018","Property damage only (none injured)","Closed","3:41 PM","No injury","2","0","0","Clear","25","42.36315131","-71.02526698","","1","23","No injury","1","1","23","No injury"
"4545704","BOSTON","05/20/2018","Property damage only (none injured)","Closed","4:23 PM","No injury","1","0","0","Clear","30","42.28028649","-71.06459673","","1","20","No injury","1","1","20","No injury"
"4545702","BOSTON","05/18/2018","Property damage only (none injured)","Closed","9:37 AM","No injury","3","0","0","Clear","55","42.32414632","-71.05560514","","2","40","No injury","1","2","40","No injury"
"4545702","BOSTON","05/18/2018","Property damage only (none injured)","Closed","9:37 AM","No injury","3","0","0","Clear","55","42.32414632","-71.05560514","","1","54","No injury","1","1","54","No injury"
"4545702","BOSTON","05/18/2018","Property damage only (none injured)","Closed","9:37 AM","No injury","3","0","0","Clear","55","42.32414632","-71.05560514","","3","80","No injury","1","3","80","No injury"
"4545701","BOSTON","05/18/2018","Non-fatal injury","Closed","7:15 AM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","35","42.28929974","-71.04429750","","1","24","Non-fatal injury - Non-incapacitating","1","1","24","Non-fatal injury - Non-incapacitating"
"4545701","BOSTON","05/18/2018","Non-fatal injury","Closed","7:15 AM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","35","42.28929974","-71.04429750","","2","18","No injury","1","2","18","No injury"
"4545700","BOSTON","05/15/2018","Property damage only (none injured)","Closed","12:28 PM","No injury","2","0","0","Clear","55","42.31786844","-71.05149126","","1","38","No injury","1","1","38","No injury"
"4545700","BOSTON","05/15/2018","Property damage only (none injured)","Closed","12:28 PM","No injury","2","0","0","Clear","55","42.31786844","-71.05149126","","2","28","No injury","1","2","28","No injury"
"4545699","BOSTON","05/15/2018","Non-fatal injury","Closed","10:50 AM","Non-fatal injury - Non-incapacitating","2","0","2","Clear","35","42.32370683","-71.05493580","","1","41","Non-fatal injury - Non-incapacitating","2","1","41","Non-fatal injury - Non-incapacitating"
"4545699","BOSTON","05/15/2018","Non-fatal injury","Closed","10:50 AM","Non-fatal injury - Non-incapacitating","2","0","2","Clear","35","42.32370683","-71.05493580","","1","41","Non-fatal injury - Non-incapacitating","2","2","","Non-fatal injury - Non-incapacitating"
"4545699","BOSTON","05/15/2018","Non-fatal injury","Closed","10:50 AM","Non-fatal injury - Non-incapacitating","2","0","2","Clear","35","42.32370683","-71.05493580","","2","28","No injury","1","3","28","No injury"
