crash_numb,city_town_name,crash_date,crash_severity_descr,crash_status,crash_time_2,max_injr_svrty_cl,numb_vehc,numb_fatal_injr,numb_nonfatal_injr,weath_cond_descr,speed_limit,lat,lon,dist_dirc_exit,vehc_unit_numb,driver_age,max_injr_svrty_vl,total_occpt_in_vehc,pers_numb,age,injy_stat_descr
"4539773","BOSTON","05/03/2018","Non-fatal injury","Closed","1:16 AM","Non-fatal injury - Non-incapacitating","4","0","1","Clear","35","42.36635203","-71.06796449","","1","35","No injury","1","1","35","No injury"
"4539773","BOSTON","05/03/2018","Non-fatal injury","Closed","1:16 AM","Non-fatal injury - Non-incapacitating","4","0","1","Clear","35","42.36635203","-71.06796449","","3","32","Non-fatal injury - Non-incapacitating","1","3","32","Non-fatal injury - Non-incapacitating"
"4539773","BOSTON","05/03/2018","Non-fatal injury","Closed","1:16 AM","Non-fatal injury - Non-incapacitating","4","0","1","Clear","35","42.36635203","-71.06796449","","4","33","No injury","1","4","33","No injury"
"4539772","BOSTON","04/26/2018","Property damage only (none injured)","Closed","6:41 PM","No injury","2","0","0","Clear","30","42.31996366","-71.12263476","","1","18","No injury","1","1","18","No injury"
"4539772","BOSTON","04/26/2018","Property damage only (none injured)","Closed","6:41 PM","No injury","2","0","0","Clear","30","42.31996366","-71.12263476","","2","20","No injury","1","2","20","No injury"
"4539771","BOSTON","04/19/2018","Property damage only (none injured)","Closed","2:09 AM","No injury","3","0","0","Clear","25","42.35722030","-71.07267362","","2","","Not reported","0","2","","Not reported"
"4539771","BOSTON","04/19/2018","Property damage only (none injured)","Closed","2:09 AM","No injury","3","0","0","Clear","25","42.35722030","-71.07267362","","1","28","No injury","1","1","28","No injury"
"4539771","BOSTON","04/19/2018","Property damage only (none injured)","Closed","2:09 AM","No injury","3","0","0","Clear","25","42.35722030","-71.07267362","","3","","Not reported","0","3","","Not reported"
"4539753","BOSTON","05/11/2018","Property damage only (none injured)","Closed","7:04 AM","No injury","1","0","0","Clear","25","42.34821278","-71.03747893","","1","71","No injury","1","1","71","No injury"
"4539752","BOSTON","04/01/2018","Non-fatal injury","Closed","4:46 AM","Non-fatal injury - Incapacitating","2","0","5","Clear","45","42.35653839","-71.11969622","","1","22","Non-fatal injury - Incapacitating","4","4","20","Non-fatal injury - Incapacitating"
"4539752","BOSTON","04/01/2018","Non-fatal injury","Closed","4:46 AM","Non-fatal injury - Incapacitating","2","0","5","Clear","45","42.35653839","-71.11969622","","1","22","Non-fatal injury - Incapacitating","4","3","28","Non-fatal injury - Incapacitating"
"4539752","BOSTON","04/01/2018","Non-fatal injury","Closed","4:46 AM","Non-fatal injury - Incapacitating","2","0","5","Clear","45","42.35653839","-71.11969622","","1","22","Non-fatal injury - Incapacitating","4","2","24","Non-fatal injury - Incapacitating"
"4539752","BOSTON","04/01/2018","Non-fatal injury","Closed","4:46 AM","Non-fatal injury - Incapacitating","2","0","5","Clear","45","42.35653839","-71.11969622","","1","22","Non-fatal injury - Incapacitating","4","1","22","Non-fatal injury - Incapacitating"
"4539752","BOSTON","04/01/2018","Non-fatal injury","Closed","4:46 AM","Non-fatal injury - Incapacitating","2","0","5","Clear","45","42.35653839","-71.11969622","","2","30","Non-fatal injury - Incapacitating","1","5","30","Non-fatal injury - Incapacitating"
"4539744","BOSTON","05/19/2018","Property damage only (none injured)","Closed","12:33 PM","No injury","3","0","0","Rain","55","42.29993922","-71.04814020","","2","35","No injury","1","2","35","No injury"
"4539744","BOSTON","05/19/2018","Property damage only (none injured)","Closed","12:33 PM","No injury","3","0","0","Rain","55","42.29993922","-71.04814020","","1","48","No injury","1","1","48","No injury"
"4539744","BOSTON","05/19/2018","Property damage only (none injured)","Closed","12:33 PM","No injury","3","0","0","Rain","55","42.29993922","-71.04814020","","3","20","No injury","1","3","20","No injury"
"4539743","BOSTON","05/18/2018","Property damage only (none injured)","Closed","6:10 PM","No injury","2","0","0","Clear","55","42.32414632","-71.05560514","","1","34","No injury","1","1","34","No injury"
"4539743","BOSTON","05/18/2018","Property damage only (none injured)","Closed","6:10 PM","No injury","2","0","0","Clear","55","42.32414632","-71.05560514","","2","41","No injury","1","2","41","No injury"
"4539742","BOSTON","05/18/2018","Property damage only (none injured)","Closed","4:29 PM","No injury","2","0","0","Not Reported","35","42.32164029","-71.05087924","","2","57","No injury","1","2","57","No injury"
"4539742","BOSTON","05/18/2018","Property damage only (none injured)","Closed","4:29 PM","No injury","2","0","0","Not Reported","35","42.32164029","-71.05087924","","1","43","Not reported","1","1","43","Not reported"
"4539740","BOSTON","05/16/2018","Property damage only (none injured)","Closed","10:53 AM","No injury","1","0","0","Clear","30","42.28260252","-71.05640866","","1","59","No injury","1","1","59","No injury"
"4539734","BOSTON","05/12/2018","Property damage only (none injured)","Closed","12:01 AM","No injury","2","0","0","Clear","30","42.28741765","-71.04235663","","1","30","No injury","1","1","30","No injury"
"4539734","BOSTON","05/12/2018","Property damage only (none injured)","Closed","12:01 AM","No injury","2","0","0","Clear","30","42.28741765","-71.04235663","","2","27","No injury","1","2","27","No injury"
"4539733","BOSTON","05/11/2018","Property damage only (none injured)","Closed","11:41 PM","No injury","2","0","0","Clear","30","42.32057965","-71.05016019","","1","31","No injury","1","1","31","No injury"
"4539733","BOSTON","05/11/2018","Property damage only (none injured)","Closed","11:41 PM","No injury","2","0","0","Clear","30","42.32057965","-71.05016019","","2","26","No injury","1","2","26","No injury"
"4539732","BOSTON","05/11/2018","Property damage only (none injured)","Closed","10:57 PM","No injury","1","0","0","Clear","30","42.29553166","-71.04807342","","1","41","No injury","1","1","41","No injury"
"4539730","BOSTON","05/11/2018","Property damage only (none injured)","Closed","6:15 AM","No injury","2","0","0","Clear","30","42.28190751","-71.05924549","","1","25","No injury","1","1","25","No injury"
"4539730","BOSTON","05/11/2018","Property damage only (none injured)","Closed","6:15 AM","No injury","2","0","0","Clear","30","42.28190751","-71.05924549","","2","68","No injury","2","3","55","No injury"
"4539730","BOSTON","05/11/2018","Property damage only (none injured)","Closed","6:15 AM","No injury","2","0","0","Clear","30","42.28190751","-71.05924549","","2","68","No injury","2","2","68","No injury"
"4539729","BOSTON","05/11/2018","Property damage only (none injured)","Closed","4:53 AM","No injury","2","0","0","Clear","35","42.30081299","-71.04946373","","1","66","No injury","1","1","66","No injury"
"4539729","BOSTON","05/11/2018","Property damage only (none injured)","Closed","4:53 AM","No injury","2","0","0","Clear","35","42.30081299","-71.04946373","","2","33","No injury","1","2","33","No injury"
"4539685","BOSTON","05/10/2018","Property damage only (none injured)","Closed","10:45 PM","No injury","2","0","0","Clear","30","42.28607784","-71.04331461","","1","58","No injury","1","1","58","No injury"
"4539685","BOSTON","05/10/2018","Property damage only (none injured)","Closed","10:45 PM","No injury","2","0","0","Clear","30","42.28607784","-71.04331461","","2","45","No injury","1","2","45","No injury"
"4539684","BOSTON","05/02/2018","Property damage only (none injured)","Closed","8:53 AM","No injury","3","0","0","Clear","55","42.28399212","-71.04386967","","2","31","No injury","1","2","31","No injury"
"4539684","BOSTON","05/02/2018","Property damage only (none injured)","Closed","8:53 AM","No injury","3","0","0","Clear","55","42.28399212","-71.04386967","","1","31","No injury","1","1","31","No injury"
"4539684","BOSTON","05/02/2018","Property damage only (none injured)","Closed","8:53 AM","No injury","3","0","0","Clear","55","42.28399212","-71.04386967","","3","","Not reported","1","3","","Not reported"
"4539683","BOSTON","05/02/2018","Property damage only (none injured)","Closed","7:26 AM","No injury","2","0","0","Clear","55","42.32729974","-71.05851265","","1","70","No injury","1","1","70","No injury"
"4539683","BOSTON","05/02/2018","Property damage only (none injured)","Closed","7:26 AM","No injury","2","0","0","Clear","55","42.32729974","-71.05851265","","2","30","No injury","1","2","30","No injury"
"4539675","BOSTON","05/19/2018","Property damage only (none injured)","Closed","3:00 PM","No injury","2","0","0","Rain","40","42.36000532","-71.05260185","","1","21","No injury","1","1","21","No injury"
"4539675","BOSTON","05/19/2018","Property damage only (none injured)","Closed","3:00 PM","No injury","2","0","0","Rain","40","42.36000532","-71.05260185","","2","42","No injury","1","2","42","No injury"
"4539674","BOSTON","05/16/2018","Property damage only (none injured)","Closed","11:00 AM","No injury","2","0","0","Clear","45","42.36000532","-71.05260185","","1","53","No injury","1","1","53","No injury"
"4539674","BOSTON","05/16/2018","Property damage only (none injured)","Closed","11:00 AM","No injury","2","0","0","Clear","45","42.36000532","-71.05260185","","2","45","No injury","2","2","45","No injury"
"4539673","BOSTON","05/15/2018","Property damage only (none injured)","Closed","8:50 AM","No injury","2","0","0","Clear","45","42.36405267","-71.05807910","","1","39","No injury","1","1","39","No injury"
"4539673","BOSTON","05/15/2018","Property damage only (none injured)","Closed","8:50 AM","No injury","2","0","0","Clear","45","42.36405267","-71.05807910","","2","47","No injury","1","2","47","No injury"
"4539236","BOSTON","05/02/2018","Non-fatal injury","Closed","2:26 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","35","42.27882574","-71.06950545","","1","32","Non-fatal injury - Non-incapacitating","1","1","32","Non-fatal injury - Non-incapacitating"
"4539236","BOSTON","05/02/2018","Non-fatal injury","Closed","2:26 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","35","42.27882574","-71.06950545","","2","22","No injury","1","2","22","No injury"
"4539197","BOSTON","05/16/2018","Non-fatal injury","Closed","6:18 AM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","35","42.25249362","-71.11823268","","1","62","No injury","1","1","62","No injury"
"4539197","BOSTON","05/16/2018","Non-fatal injury","Closed","6:18 AM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","35","42.25249362","-71.11823268","","2","42","Non-fatal injury - Non-incapacitating","1","2","42","Non-fatal injury - Non-incapacitating"
"4539195","BOSTON","05/12/2018","Property damage only (none injured)","Closed","7:24 AM","No injury","2","0","0","Cloudy","","42.34844198","-71.04146002","","1","37","No injury","1","1","37","No injury"
"4539195","BOSTON","05/12/2018","Property damage only (none injured)","Closed","7:24 AM","No injury","2","0","0","Cloudy","","42.34844198","-71.04146002","","2","18","No injury","1","2","18","No injury"
"4547875","BOSTON","05/28/2018","Property damage only (none injured)","Closed","12:32 AM","No injury","1","0","0","Clear","25","42.37194963","-71.06943053","","1","21","No injury","1","1","21","No injury"
"4547872","BOSTON","05/25/2018","Property damage only (none injured)","Closed","6:15 PM","No injury","3","0","0","Clear","45","42.35706952","-71.05143470","","2","26","No injury","1","2","26","No injury"
"4547872","BOSTON","05/25/2018","Property damage only (none injured)","Closed","6:15 PM","No injury","3","0","0","Clear","45","42.35706952","-71.05143470","","1","30","No injury","1","1","30","No injury"
"4547872","BOSTON","05/25/2018","Property damage only (none injured)","Closed","6:15 PM","No injury","3","0","0","Clear","45","42.35706952","-71.05143470","","3","23","No injury","1","3","23","No injury"
"4547869","BOSTON","06/04/2018","Property damage only (none injured)","Closed","11:00 AM","No injury","2","0","0","Rain","55","42.32414632","-71.05560514","","1","22","No injury","1","1","22","No injury"
"4547869","BOSTON","06/04/2018","Property damage only (none injured)","Closed","11:00 AM","No injury","2","0","0","Rain","55","42.32414632","-71.05560514","","2","25","No injury","1","2","25","No injury"
"4547868","BOSTON","05/23/2018","Property damage only (none injured)","Closed","8:52 PM","No injury","2","0","0","Rain","55","42.28399614","-71.04386689","","1","32","No injury","1","1","32","No injury"
"4547868","BOSTON","05/23/2018","Property damage only (none injured)","Closed","8:52 PM","No injury","2","0","0","Rain","55","42.28399614","-71.04386689","","2","23","No injury","1","2","23","No injury"
"4547865","BOSTON","05/25/2018","Non-fatal injury","Closed","10:54 AM","Non-fatal injury - Non-incapacitating","1","0","1","Clear","40","42.36951510","-71.12622011","","1","23","No injury","4","3","23","No injury"
"4547865","BOSTON","05/25/2018","Non-fatal injury","Closed","10:54 AM","Non-fatal injury - Non-incapacitating","1","0","1","Clear","40","42.36951510","-71.12622011","","1","23","No injury","4","2","21","No injury"
"4547865","BOSTON","05/25/2018","Non-fatal injury","Closed","10:54 AM","Non-fatal injury - Non-incapacitating","1","0","1","Clear","40","42.36951510","-71.12622011","","1","23","No injury","4","4","22","No injury"
"4547865","BOSTON","05/25/2018","Non-fatal injury","Closed","10:54 AM","Non-fatal injury - Non-incapacitating","1","0","1","Clear","40","42.36951510","-71.12622011","","","","","","5","57","Non-fatal injury - Non-incapacitating"
"4547865","BOSTON","05/25/2018","Non-fatal injury","Closed","10:54 AM","Non-fatal injury - Non-incapacitating","1","0","1","Clear","40","42.36951510","-71.12622011","","1","23","No injury","4","1","23","No injury"
"4547863","BOSTON","06/04/2018","Property damage only (none injured)","Closed","12:30 PM","No injury","2","0","0","Not Reported","","42.35412733","-71.07996580","","1","23","No injury","1","1","23","No injury"
"4547863","BOSTON","06/04/2018","Property damage only (none injured)","Closed","12:30 PM","No injury","2","0","0","Not Reported","","42.35412733","-71.07996580","","2","","Not reported","","2","","Not reported"
"4547862","BOSTON","05/08/2018","Property damage only (none injured)","Closed","3:09 PM","No injury","2","0","0","Not Reported","35","42.35487672","-71.07751066","","1","45","No injury","1","1","45","No injury"
"4547862","BOSTON","05/08/2018","Property damage only (none injured)","Closed","3:09 PM","No injury","2","0","0","Not Reported","35","42.35487672","-71.07751066","","2","38","No injury","1","2","38","No injury"
"4547861","BOSTON","04/25/2018","Property damage only (none injured)","Closed","4:57 PM","No injury","2","0","0","Not Reported","25","42.35532460","-71.07504911","","1","27","No injury","1","1","27","No injury"
"4547861","BOSTON","04/25/2018","Property damage only (none injured)","Closed","4:57 PM","No injury","2","0","0","Not Reported","25","42.35532460","-71.07504911","","2","46","No injury","1","2","46","No injury"
"4547691","BOSTON","06/02/2018","Property damage only (none injured)","Closed","4:05 PM","No injury","2","0","0","Cloudy","","42.32107681","-71.05586618","","1","47","No injury","3","1","47","No injury"
"4547691","BOSTON","06/02/2018","Property damage only (none injured)","Closed","4:05 PM","No injury","2","0","0","Cloudy","","42.32107681","-71.05586618","","2","49","No injury","1","2","49","No injury"
"4547133","BOSTON","06/04/2018","Property damage only (none injured)","Closed","5:26 PM","No injury","2","0","0","Rain","45","42.37326432","-71.03820255","","1","39","No injury","1","1","39","No injury"
"4547133","BOSTON","06/04/2018","Property damage only (none injured)","Closed","5:26 PM","No injury","2","0","0","Rain","45","42.37326432","-71.03820255","","2","28","No injury","1","2","28","No injury"
"4547132","BOSTON","06/04/2018","Property damage only (none injured)","Closed","4:55 PM","No injury","2","0","0","Rain","45","42.35786975","-71.02595866","","1","18","No injury","1","1","18","No injury"
"4547132","BOSTON","06/04/2018","Property damage only (none injured)","Closed","4:55 PM","No injury","2","0","0","Rain","45","42.35786975","-71.02595866","","2","42","No injury","1","2","42","No injury"
"4547131","BOSTON","06/04/2018","Property damage only (none injured)","Closed","8:50 AM","No injury","2","0","0","Cloudy/Rain","45","42.34758150","-71.08535362","","1","35","No injury","1","1","35","No injury"
"4547131","BOSTON","06/04/2018","Property damage only (none injured)","Closed","8:50 AM","No injury","2","0","0","Cloudy/Rain","45","42.34758150","-71.08535362","","2","27","No injury","1","2","27","No injury"
"4547130","BOSTON","06/04/2018","Property damage only (none injured)","Closed","9:15 AM","No injury","1","0","0","Rain","30","42.35489012","-71.11822959","","1","26","No injury","1","1","26","No injury"
"4547129","BOSTON","06/03/2018","Property damage only (none injured)","Closed","4:10 AM","No injury","2","0","0","Clear","35","42.33544139","-71.06480388","","1","25","No injury","1","1","25","No injury"
"4547129","BOSTON","06/03/2018","Property damage only (none injured)","Closed","4:10 AM","No injury","2","0","0","Clear","35","42.33544139","-71.06480388","","2","","Not reported","","2","","Not reported"
"4547128","BOSTON","06/01/2018","Property damage only (none injured)","Closed","7:35 AM","No injury","2","0","0","Cloudy","45","42.34854408","-71.10497440","","1","56","No injury","2","1","56","No injury"
"4547128","BOSTON","06/01/2018","Property damage only (none injured)","Closed","7:35 AM","No injury","2","0","0","Cloudy","45","42.34854408","-71.10497440","","1","56","No injury","2","2","23","No injury"
"4547128","BOSTON","06/01/2018","Property damage only (none injured)","Closed","7:35 AM","No injury","2","0","0","Cloudy","45","42.34854408","-71.10497440","","2","28","No injury","1","3","28","No injury"
"4547127","BOSTON","05/28/2018","Property damage only (none injured)","Closed","4:31 PM","No injury","3","0","0","Clear","45","42.36374339","-71.05814864","","1","55","No injury","1","1","55","No injury"
"4547127","BOSTON","05/28/2018","Property damage only (none injured)","Closed","4:31 PM","No injury","3","0","0","Clear","45","42.36374339","-71.05814864","","2","34","No injury","1","2","34","No injury"
"4547127","BOSTON","05/28/2018","Property damage only (none injured)","Closed","4:31 PM","No injury","3","0","0","Clear","45","42.36374339","-71.05814864","","3","24","No injury","1","3","24","No injury"
"4547126","BOSTON","05/26/2018","Property damage only (none injured)","Closed","12:03 AM","No injury","2","0","0","Clear","45","42.35812039","-71.05138669","","1","24","Not reported","1","1","24","Not reported"
"4547126","BOSTON","05/26/2018","Property damage only (none injured)","Closed","12:03 AM","No injury","2","0","0","Clear","45","42.35812039","-71.05138669","","2","31","No injury","1","2","31","No injury"
"4547125","BOSTON","05/26/2018","Property damage only (none injured)","Closed","9:35 AM","No injury","2","0","0","Cloudy","35","42.34783680","-71.07860701","","1","34","No injury","1","1","34","No injury"
"4547125","BOSTON","05/26/2018","Property damage only (none injured)","Closed","9:35 AM","No injury","2","0","0","Cloudy","35","42.34783680","-71.07860701","","2","56","No injury","1","2","56","No injury"
"4546985","BOSTON","06/04/2018","Property damage only (none injured)","Closed","8:45 AM","No injury","4","0","0","Cloudy/Rain","55","42.33068684","-71.06142917","","2","35","No injury","3","2","35","No injury"
"4546985","BOSTON","06/04/2018","Property damage only (none injured)","Closed","8:45 AM","No injury","4","0","0","Cloudy/Rain","55","42.33068684","-71.06142917","","1","49","No injury","1","1","49","No injury"
"4546985","BOSTON","06/04/2018","Property damage only (none injured)","Closed","8:45 AM","No injury","4","0","0","Cloudy/Rain","55","42.33068684","-71.06142917","","3","49","No injury","2","3","49","No injury"
"4546985","BOSTON","06/04/2018","Property damage only (none injured)","Closed","8:45 AM","No injury","4","0","0","Cloudy/Rain","55","42.33068684","-71.06142917","","4","30","No injury","1","4","30","No injury"
"4546984","BOSTON","06/03/2018","Property damage only (none injured)","Closed","5:35 PM","No injury","2","0","0","Clear","45","42.36642347","-71.06550839","","1","51","No injury","1","1","51","No injury"
"4546984","BOSTON","06/03/2018","Property damage only (none injured)","Closed","5:35 PM","No injury","2","0","0","Clear","45","42.36642347","-71.06550839","","2","29","No injury","1","2","29","No injury"
"4546983","BOSTON","05/30/2018","Property damage only (none injured)","Closed","4:02 PM","No injury","2","0","0","Clear","55","42.35078852","-71.11107185","","1","48","No injury","1","1","48","No injury"
"4546983","BOSTON","05/30/2018","Property damage only (none injured)","Closed","4:02 PM","No injury","2","0","0","Clear","55","42.35078852","-71.11107185","","2","35","No injury","1","2","35","No injury"
"4546982","BOSTON","05/24/2018","Property damage only (none injured)","Closed","9:20 AM","No injury","2","0","0","Cloudy","45","42.34733529","-71.05729001","","1","59","No injury","1","1","59","No injury"
"4546982","BOSTON","05/24/2018","Property damage only (none injured)","Closed","9:20 AM","No injury","2","0","0","Cloudy","45","42.34733529","-71.05729001","","2","55","No injury","1","2","55","No injury"
"4546981","BOSTON","05/23/2018","Property damage only (none injured)","Closed","4:08 PM","No injury","2","0","0","Clear","55","42.37826350","-71.07556315","","1","42","No injury","1","1","42","No injury"
"4546981","BOSTON","05/23/2018","Property damage only (none injured)","Closed","4:08 PM","No injury","2","0","0","Clear","55","42.37826350","-71.07556315","","2","56","No injury","2","3","53","No injury"
"4546981","BOSTON","05/23/2018","Property damage only (none injured)","Closed","4:08 PM","No injury","2","0","0","Clear","55","42.37826350","-71.07556315","","2","56","No injury","2","2","56","No injury"
"4546448","BOSTON","05/27/2018","Non-fatal injury","Closed","5:25 PM","Non-fatal injury - Non-incapacitating","3","0","1","Rain","30","42.28496123","-71.09280959","","1","51","No injury","1","1","51","No injury"
"4546448","BOSTON","05/27/2018","Non-fatal injury","Closed","5:25 PM","Non-fatal injury - Non-incapacitating","3","0","1","Rain","30","42.28496123","-71.09280959","","3","27","Non-fatal injury - Non-incapacitating","2","4","23","Non-fatal injury - Non-incapacitating"
"4546448","BOSTON","05/27/2018","Non-fatal injury","Closed","5:25 PM","Non-fatal injury - Non-incapacitating","3","0","1","Rain","30","42.28496123","-71.09280959","","2","34","No injury","1","2","34","No injury"
"4546448","BOSTON","05/27/2018","Non-fatal injury","Closed","5:25 PM","Non-fatal injury - Non-incapacitating","3","0","1","Rain","30","42.28496123","-71.09280959","","3","27","Non-fatal injury - Non-incapacitating","2","3","27","No injury"
"4546435","BOSTON","05/31/2018","Non-fatal injury","Closed","2:15 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","35","","","","1","45","Non-fatal injury - Non-incapacitating","1","1","45","Non-fatal injury - Non-incapacitating"
"4546435","BOSTON","05/31/2018","Non-fatal injury","Closed","2:15 PM","Non-fatal injury - Non-incapacitating","2","0","1","Clear","35","","","","2","36","No injury","1","2","36","No injury"
"4546434","BOSTON","05/29/2018","Property damage only (none injured)","Closed","8:09 AM","No injury","1","0","0","Clear","35","42.28997084","-71.04565200","","1","29","No injury","3","2","6","No injury"
"4546434","BOSTON","05/29/2018","Property damage only (none injured)","Closed","8:09 AM","No injury","1","0","0","Clear","35","42.28997084","-71.04565200","","1","29","No injury","3","3","2","No injury"
"4546434","BOSTON","05/29/2018","Property damage only (none injured)","Closed","8:09 AM","No injury","1","0","0","Clear","35","42.28997084","-71.04565200","","1","29","No injury","3","1","29","No injury"
"4546433","BOSTON","05/18/2018","Property damage only (none injured)","Closed","1:43 PM","No injury","2","0","0","Clear","35","42.32935606","-71.05265887","","1","21","No injury","1","1","21","No injury"
"4546433","BOSTON","05/18/2018","Property damage only (none injured)","Closed","1:43 PM","No injury","2","0","0","Clear","35","42.32935606","-71.05265887","","2","59","No injury","1","2","59","No injury"
"4546432","BOSTON","05/24/2018","Property damage only (none injured)","Closed","2:16 PM","No injury","2","0","0","Clear","30","42.36102747","-71.11730612","","1","28","No injury","1","1","28","No injury"
"4546432","BOSTON","05/24/2018","Property damage only (none injured)","Closed","2:16 PM","No injury","2","0","0","Clear","30","42.36102747","-71.11730612","","2","68","No injury","1","2","68","No injury"
"4546430","BOSTON","05/15/2018","Property damage only (none injured)","Closed","10:35 AM","No injury","2","0","0","Clear","20","42.36092742","-71.11778400","","1","54","No injury","1","1","54","No injury"
"4546430","BOSTON","05/15/2018","Property damage only (none injured)","Closed","10:35 AM","No injury","2","0","0","Clear","20","42.36092742","-71.11778400","","2","63","No injury","1","2","63","No injury"
"4546427","BOSTON","05/30/2018","Property damage only (none injured)","Closed","2:35 AM","No injury","1","0","0","Clear","30","42.35794428","-71.07254330","","1","30","No injury","1","1","30","No injury"
"4546426","BOSTON","05/30/2018","Non-fatal injury","Closed","1:18 AM","Non-fatal injury - Possible","1","0","1","Clear","25","42.35159298","-71.09225833","","1","57","Non-fatal injury - Possible","1","1","57","Non-fatal injury - Possible"
"4546424","BOSTON","05/10/2018","Property damage only (none injured)","Closed","5:09 PM","No injury","2","0","0","Clear","40","42.35059079","-71.09603062","","1","30","No injury","1","1","30","No injury"
"4546424","BOSTON","05/10/2018","Property damage only (none injured)","Closed","5:09 PM","No injury","2","0","0","Clear","40","42.35059079","-71.09603062","","2","34","Not reported","1","2","34","Not reported"
"4546423","BOSTON","05/04/2018","Property damage only (none injured)","Closed","9:01 AM","No injury","1","0","0","Cloudy/Rain","30","42.36274277","-71.07082790","","1","75","No injury","1","1","75","No injury"
"4546405","BOSTON","05/25/2018","Property damage only (none injured)","Closed","9:13 AM","No injury","2","0","0","Clear","35","42.35492371","-71.07773916","","1","49","No injury","1","1","49","No injury"
"4546405","BOSTON","05/25/2018","Property damage only (none injured)","Closed","9:13 AM","No injury","2","0","0","Clear","35","42.35492371","-71.07773916","","2","31","No injury","1","2","31","No injury"
"4546389","BOSTON","04/18/2018","Non-fatal injury","Closed","4:21 PM","Non-fatal injury - Non-incapacitating","3","0","1","Clear","15","42.34934615","-71.03167134","","2","","Not reported","","2","","Not reported"
"4546389","BOSTON","04/18/2018","Non-fatal injury","Closed","4:21 PM","Non-fatal injury - Non-incapacitating","3","0","1","Clear","15","42.34934615","-71.03167134","","1","38","Not reported","1","1","38","Not reported"
"4546389","BOSTON","04/18/2018","Non-fatal injury","Closed","4:21 PM","Non-fatal injury - Non-incapacitating","3","0","1","Clear","15","42.34934615","-71.03167134","","3","34","Non-fatal injury - Non-incapacitating","1","3","34","Non-fatal injury - Non-incapacitating"
"4546347","BOSTON","06/01/2018","Property damage only (none injured)","Closed","3:22 PM","No injury","2","0","0","Not Reported","25","42.36641771","-71.02415817","","1","79","No injury","1","1","79","No injury"
"4546347","BOSTON","06/01/2018","Property damage only (none injured)","Closed","3:22 PM","No injury","2","0","0","Not Reported","25","42.36641771","-71.02415817","","2","59","No injury","1","2","59","No injury"
"4546346","BOSTON","05/29/2018","Property damage only (none injured)","Closed","4:30 PM","No injury","2","0","0","Clear","5","42.33987649","-71.04185434","","1","46","No injury","1","1","46","No injury"
"4546346","BOSTON","05/29/2018","Property damage only (none injured)","Closed","4:30 PM","No injury","2","0","0","Clear","5","42.33987649","-71.04185434","","2","37","No injury","1","2","37","No injury"
"4546345","BOSTON","05/21/2018","Property damage only (none injured)","Closed","12:01 AM","No injury","2","0","0","Not Reported","25","42.36812096","-71.02469972","","1","49","No injury","1","1","49","No injury"
"4546345","BOSTON","05/21/2018","Property damage only (none injured)","Closed","12:01 AM","No injury","2","0","0","Not Reported","25","42.36812096","-71.02469972","","2","","Not reported","1","2","","Not reported"
"4546343","BOSTON","04/14/2018","Property damage only (none injured)","Closed","5:20 PM","No injury","2","0","0","Clear","30","42.36618873","-71.02380333","","2","43","No injury","2","5","43","No injury"
"4546343","BOSTON","04/14/2018","Property damage only (none injured)","Closed","5:20 PM","No injury","2","0","0","Clear","30","42.36618873","-71.02380333","","1","55","No injury","4","3","52","Not reported"
"4546343","BOSTON","04/14/2018","Property damage only (none injured)","Closed","5:20 PM","No injury","2","0","0","Clear","30","42.36618873","-71.02380333","","1","55","No injury","4","2","55","Not reported"
"4546343","BOSTON","04/14/2018","Property damage only (none injured)","Closed","5:20 PM","No injury","2","0","0","Clear","30","42.36618873","-71.02380333","","1","55","No injury","4","1","55","No injury"
"4546343","BOSTON","04/14/2018","Property damage only (none injured)","Closed","5:20 PM","No injury","2","0","0","Clear","30","42.36618873","-71.02380333","","2","43","No injury","2","4","43","No injury"
"4546341","BOSTON","03/09/2018","Property damage only (none injured)","Closed","3:33 PM","No injury","2","0","0","Clear","15","42.36440013","-71.02028729","","1","53","No injury","1","1","53","No injury"
"4546341","BOSTON","03/09/2018","Property damage only (none injured)","Closed","3:33 PM","No injury","2","0","0","Clear","15","42.36440013","-71.02028729","","2","57","No injury","1","2","57","No injury"
"4546339","BOSTON","02/28/2018","Property damage only (none injured)","Closed","8:09 PM","No injury","1","0","0","Not Reported","","42.36223771","-71.01812143","","","","","","2","60","No injury"
"4546339","BOSTON","02/28/2018","Property damage only (none injured)","Closed","8:09 PM","No injury","1","0","0","Not Reported","","42.36223771","-71.01812143","","1","59","No injury","1","1","59","No injury"
"4546332","BOSTON","06/03/2018","Property damage only (none injured)","Closed","10:50 AM","No injury","2","0","0","Clear","55","42.29993922","-71.04814020","","1","27","No injury","1","1","27","No injury"
"4546332","BOSTON","06/03/2018","Property damage only (none injured)","Closed","10:50 AM","No injury","2","0","0","Clear","55","42.29993922","-71.04814020","","2","26","No injury","1","2","26","No injury"
"4546328","BOSTON","05/24/2018","Property damage only (none injured)","Closed","4:37 PM","No injury","2","0","0","Clear","35","42.36760010","-71.11905973","","1","45","No injury","1","1","45","No injury"
